codigo,nombre,link,contenidos_minimos,objetivos_aprendizaje,contenidos_titulo,contenidos_descripcion,actividades_descripcion
72.88,Introducción a la Neurociencia Computacional,,,,,,
72.89,Moneda Digital Descentralizada,,,,,,
72.90,Internet de las Cosas (IoT),https://drive.google.com/file/d/1Rke9VNO75uV5u1IZ_kr6kH6FXktzzjig/view?usp=drivesdk,"Conceptos de microcontroladores.  Introducción a la programación de microcontroladores.  Sensores – señales digitales y analógicas.  Control del medio ambiente.  Integración de microcontroladores con aplicaciones informáticas.  IPv6, MQTT.  Aplicación a la transformación digital de las organizaciones.","Al completar el curso, los estudiantes serán capaces de:
* Explicar los conceptos fundamentales vinculados al Internet de las Cosas (IoT), el Internet Industrial de las Cosas (IIoT) y la Industria 4.0, comprendiendo su evolución y sus aplicaciones.
* Identificar y justificar escenarios reales donde la aplicación de soluciones IoT aporte valor, eficiencia o nuevas capacidades.
* Desarrollar aplicaciones IoT funcionales utilizando kits de desarrollo, microcontroladores y sensores específicos.
* Diseñar e implementar soluciones IoT de punta a punta, considerando eficiencia, escalabilidad y viabilidad técnica.","Módulo 1: Introducción a IoT y visión general del curso|||Módulo 2: La Capa de Borde – Adquisición de Datos|||Módulo 3: La Capa de Conectividad|||Módulo 4: La Capa de Datos – Ingesta, Agregación y Presentacion|||Módulo 5: Desarrollo del Trabajo Final Integrador (TFI)","Este módulo brinda una introducción al Internet de las Cosas (IoT), explorando su impacto en la industria y la sociedad. Se presentan los conceptos fundamentales, las arquitecturas de sistemas IoT y las tecnologías clave que lo conforman. Los alumnos conocerán el modelo de capas de IoT, comprendiendo cómo los dispositivos capturan datos, los transmiten a través de redes de comunicación y los procesan en la nube o en el borde. También se abordarán casos de uso reales en sectores como la energía, manufactura, ciudades inteligentes y salud.

•	Definición de IoT e IIoT.
•	Aplicaciones y tendencias.
•	Modelos de arquitectura IoT.
•	Introducción a sensores, hardware embebido y plataformas de procesamiento de datos.|||En este módulo, los alumnos explorarán la Capa de Borde en IoT, donde se realiza la adquisición, procesamiento y transmisión inicial de datos desde los dispositivos. Se analizarán los sensores y actuadores, los protocolos de comunicación utilizados en la industria y la importancia del procesamiento distribuido en el borde. Además, se presentará el módulo RIM, con la participación de ingenieros de TwinDimension, quienes explicarán sus características, arquitectura y aplicaciones en diferentes industrias.

•	Introducción a los sistemas de adquisición de datos.
•	Protocolos industriales y sistemas SCADA.
•	Sensores, actuadores y microcontroladores.
•	Procesamiento en el borde: Inteligencia distribuida.|||Este módulo se centra en la Capa de Conectividad dentro del ecosistema IoT, abordando las distintas tecnologías de comunicación que permiten la transmisión eficiente de datos desde los dispositivos de borde hasta la nube o sistemas locales. Se analizarán las principales opciones de conectividad, sus ventajas y limitaciones según el caso de uso. Al finalizar el módulo, los alumnos serán capaces de seleccionar la tecnología de comunicación más adecuada para diferentes escenarios IoT, considerando restricciones operativas y técnicas.
•	Comunicaciones terrestres: Wi-Fi, LoRaWAN, NB-IoT, 4G/5G.
•	Comunicaciones satelitales: Orbcomm, Inmarsat.
•	Análisis de tramas y eficiencia del canal.
•	Casos de uso de tecnologías de conectividad en IoT.|||Este módulo aborda la Capa de Datos (Data Layer) en el ecosistema IoT, donde la información adquirida por los dispositivos de borde es procesada, almacenada y visualizada para su análisis y toma de decisiones. Se trabajará sobre diferentes metodologías de representación de informacion y de presentacion y KPI. Los ingenieros de TwinDimension presentarán el producto T-DATA, explicando cómo se gestiona la información dentro de una plataforma IoT y su integración con diversas tecnologías. Al finalizar el módulo, los alumnos serán capaces de diseñar un flujo de datos eficiente en soluciones IoT, garantizando que la información capturada en el borde sea correctamente almacenada, procesada y presentada de manera útil para la toma de decisiones.
•	Introducción a Big Data y Machine Learning en IoT.
•	Microservicios de ingesta y almacenamiento.
•	Protocolos de comunicación: MQTT, Modbus, OPC.
•	Visualización de datos en dashboards.|||El Trabajo Final Integrador (TFI) es la instancia culminante de la materia, donde los alumnos aplicarán todos los conocimientos adquiridos a lo largo del curso en el diseño, desarrollo e implementación de una solución IoT funcional. El objetivo del TFI es que los estudiantes, organizados en grupos, desarrollen un Producto Mínimo Viable (MVP) basado en un caso de uso real. El TFI se desarrollará de manera iterativa a lo largo de la cursada, con entregas parciales y revisiones para asegurar un avance progresivo del proyecto.
•	Planteo del problema y desarrollo de hipótesis.
•	Definicion de un VPC (Value Proposition Canvas)
•	Diseño y desarrollo de un MVP (Producto Mínimo Viable).
•	Implementación de una solución IoT con mediciones reales.
•	Presentación final del proyecto.","Modalidad: Práctica de laboratorio, presencial.

Duración y organización: 2 clases de 4 horas cada una.

Propuesta: Trabajo en equipos. Se asigna una consigna técnica común con objetivos funcionales a alcanzar.

Metodología, seguimiento y calificación: Desarrollo de un circuito funcional con sensores. Se verifica:
Captura de señal analógica.
Aplicación de técnicas de filtrado.
Programación de condiciones para transmisión de datos.
Generación de alarmas ante umbral.
Visualización de resultados en dashboard.

La calificación es formativa y se registra el cumplimiento de objetivos por equipo. Se valoran además claridad en el código y documentación mínima.

Rol docente: Asistencia técnica personalizada, revisión de código, sugerencias de mejora, evaluación continua y guía en la integración entre hardware y software.|||Modalidad: Práctica de laboratorio, presencial.

Duración y organización: 1 clase de 4 horas, más 1 clase de 2 horas para entrega asincrónica.

Propuesta: Trabajo en equipos. Se asigna una consigna técnica común con objetivos funcionales a alcanzar. A partir de un generador de datos simulado, los estudiantes deben diseñar dashboards con distintos tipos de visualizaciones según criterios definidos (por variable, por tipo de usuario, con alarmas, etc.).

Metodología, seguimiento y calificación: Se entrega practica con los dashboards y se revisan las reglas de procesamiento de datos en la nube (rulechain), La calificación es formativa y se registra el cumplimiento de objetivos por equipo. Se valoran además claridad en el código y documentación mínima.

Rol docente: Introducción teórica al uso de herramientas, guía en clase para resolver dudas técnicas.|||Modalidad: Proyecto integrador, híbrido (presencial y en casa).

Duración y organización: A lo largo del cuatrimestre, con entregas parciales cada 3-4 semanas y una entrega final con presentación.

Propuesta: Trabajo en equipo interdisciplinario. Cada grupo elige un problema real o simulado y propone una solución IoT completa.

Metodología, seguimiento y calificación: Se aplica un enfoque de desarrollo iterativo (modelo espiral) con tutorías y checkpoints técnicos. Se evalúa:

Diseño técnico y conceptual.
Implementación del sistema (medición, transmisión, dashboards).
Integración de aprendizajes.
Presentación y documentación final.

La evaluación combina nota grupal e individual, considerando aportes personales, nivel técnico, originalidad y presentación.

Rol docente: Tutor y guía del proceso. Provee retroalimentación en cada iteración, plantea desafíos técnicos según cada etapa y evalúa entregas parciales y finales."
72.92,El Paradigma NoSQL - Bases de Datos de Grafos,https://drive.google.com/file/d/1Bky-tikcXXgKkuKy3OJmaPB87uW82Nys/view?usp=drivesdk,Conceptos de Big Data. Modelo de Datos de grafos. Su comparación con modelo relacional. Lenguajes de Consulta sobre grafos: patrones y navegación. Modelos de implementación local vs global: Property Graph vs Linked Data. Frameworks para procesamiento de grafos. Taller de aplicación con motores de bases de datos de grafo de código abierto.,"- Analizar las diferencias y similitudes entre sistemas de bases de datos relacionales y sistemas de bases de grafos, especialmente desde el punto de vista de grandes volúmenes de datos. - 
- Destacar y comparar las características de los modelos de implementación local y global para grafos (Property Graph vs Linked Data).
- Programar consultas sobre base de datos de grafos, tanto del tipo property graph como del tipo edge-labeled (RDF).
- Analizar los frameworks que se utilizan para el procesamiento distribuido de grafos, usado en el caso de grandes volúmenes de datos.",Unidad 1 |||Unidad 2|||Unidad 3|||Unidad 4|||Unidad 5|||Unidad 6,"Características de Big Data. Historia de Base de Datos de Grafo. Conceptos de Big Data. El paradigma NoSQL. |||Modelo de Datos Modelo de datos de grafo. Comparación con modelo relacional. Casos de uso aplicados a biología, web, redes sociales. Introducción a los Sistemas de BD de Grafos (GDBMS). Frameworks para procesamiento distribuido de grafos. Modelos de implementación local vs global: Property Graph vs. Linked Data.|||Tipos de consulta para sobre grafos: patrones y consultas de navegación. Consultas de adyacencia. Consultas de alcanzabilidad. Consultas de pattern matching. Consultas de sumarización. Medidas de centralidad. Clustering de grafos |||Property Graphs Modelo formal. El tipo de datos grafo. Operaciones. Implementación: lista de adyacencia, lista de incidencia, matriz de adyacencia, matriz de incidencia, matriz de adyacencia comprimida. Uso de cada estructura en GDBMS. Implementaciones: Sparksee, Neo4j. La BDG Neo4j y su lenguaje  de consulta Cypher.  |||El modelo de grafos edge-labeled: RDF-triple stores. Lenguaje de Consulta para RDF: SPARQL. Implementación al modelo RDF: Hexastore. Virtuoso. Equivalencia entre Property Graphs y RDF. |||Frameworks para el procesamiento distribuido de grafos GraphX, Pregel. JanusGraph Unidad 7: Análisis de datos en grafos Data analytics y online analytical processing (OLAP) sobre grafos.","Implementación de grafos en bases de datos relacionales.
En este trabajo se plantean problemas (sobre un data set que se le proporciona a los estudiantes) que se pueden modelar como grafos, pero se pide implementarlos sobre la BD relacional PostgreSQL.

Los TPs 1 a 10 se realizan de manera opcional, con el seguimiento de los docentes, no llevan calificación, pero su resolución es necesaria para prepararse para el examen parcial.|||Implementación de grafos en Neo4j.  En este TP se implementa el TP1, pero utilizando la BDG Neo4j y se comparan y discuten resultados. |||Grafos en Neo4j. Consultas avanzadas. Se proveen distintos datasets y casos de estudio, y se plantean una serie de consultas a expresar en Cypher.|||Grafos en Neo4j: índices y optimización de consultas. Planteo de ejercicios a efectos de utilizar herramientas para mejorar la performance.|||Programación con la API de Neo4j. Ejercicios de programación de consultas utilizando APIs en lugar de lenguajes de consulta de alto nivel.|||El framework Spark para procesamiento distribuido. Preparación del entorno para implementar grafos distribuidos.|||BD Grafos distribuidas: Graph X. Ejercicios de implementación de problemas utilizando GraphX, la BDG que provee Spark.|||BD Grafos distribuidas: GraphFrames, Pregel.|||BD de grafos distribuidas: Janusgraph |||BD de grafos distribuidas: Janusgraph, consultas avanzadas.|||Utilizando los grafos construidos en el curso (GraphFrames o Janusgraph), programar consultas complejas, a definir en cada curso. Las consultas deben ejecutarse sobre al menos tres datasets de distintos tamaños, y deben ser computacionalmente eficientes."
72.94,Introducción a los Sistemas Embebidos,,,,,,
72.95,Proyecto de Innovación Científico-Tecnológico,,,,,,
72.96,Proyecto de Aplicaciones Móviles,,,,,,
72.97,Introducción a la Programación de Videojuegos,https://drive.google.com/file/d/1KmgSe_QGpwqm4eVsYpYp1Xk0Db1cR1_Z/view?usp=drivesdk,"Introducción al diseño de videojuegos. Programación de videojuegos: Motores, Patrones de diseño específicos (strategy, facade, managers, command, observer). Entorno de desarrollo: programación de juegos 3D, sistema de componentes, assets, sonidos, objetos 3D.","Que el alumno:
1. Conozca las características de la industria de videojuegos.
2. Ponga en práctica el proceso de desarrollo de un videojuego.
3. Trabaje en equipo.
3. Aprenda a desarrollar un videojuego sencillo de manera integral.","Contenidos:|||Módulo 1: Introducción al desarrollo de videojuegos y estructura del proyecto|||Módulo 2: Programación de comportamientos básicos y entrada del jugador|||Módulo 3: Integración de recursos multimedia y cámara|||Módulo 4: Organización del flujo del juego y arquitectura del código|||Módulo 5: Interfaces de usuario y programación avanzada de eventos|||Módulo 6: Optimización, patrones avanzados y pulido final","El proceso de desarrollo de un videojuego: elección de metodología, pre-producción y producción, roles y
responsabilidades del equipo de desarrollo, publicación del juego. Arquitectura de los videojuegos. Programación de
videojuegos. Taller de aplicación con uso de entornos tipo Unity.|||Este módulo presenta el entorno de desarrollo (Unity), la estructura base de un proyecto y los roles en un equipo de desarrollo. Se enseña cómo organizar Assets, crear Prefabs reutilizables y planificar el alcance del juego. Además, se introduce el concepto de pitch de venta y su rol en la industria.|||Se abordan los fundamentos de la programación orientada a componentes: movimiento, rotación, instanciación, destrucción de objetos y captura de inputs mediante el sistema Input System. Se trabajan colisiones y triggers con reacciones personalizadas.|||Este módulo introduce la incorporación de audio (música de fondo y SFX), texturas y efectos visuales. Se enseña a usar Cinemachine para el manejo de cámaras dinámicas. Se exploran también conceptos básicos de iluminación, partículas y gravedad.|||Aquí se trabaja la implementación de múltiples escenas (menú, gameplay, fin de juego) y su carga asincrónica. Se abordan los patrones de diseño fundamentales como Strategy, Manager, Command y Event Queue para estructurar la lógica de juego de manera escalable y mantenible.|||Este módulo cubre los elementos básicos de UI (vida, puntos, layout de scroll, etc.) y su integración con la lógica del juego. Se introduce el uso de Actions, Delegates y Eventos como herramientas clave para desacoplar componentes y mejorar la interacción entre sistemas.|||El último módulo introduce el patrón Flyweight como técnica de optimización de memoria. Se implementan animaciones por código y mediante el sistema de animator states. Además, se incorporan efectos visuales avanzados (luces, partículas) y técnicas como Raycasting para interacción avanzada con el entorno.","•	Los parciales consisten en la entrega de un juego 3D en Unity (2022.3.35 LTS), cuya aprobación dependerá de los objetivos que se hayan completado. 
•	El proyecto se realizará en grupos de 2 a 3 integrantes.
•	En la corrección se le harán preguntas a cada integrante para corroborar la comprensión del trabajo realizado. 
•	El juego debe ser el mismo en las 3 instancias de evaluación."
72.98,Práctica Laboral,,,,,,
73.21,Desarrollo de Aplicaciones Móviles Multiplataforma,,,,,,
73.22,Fundamentos de DevOps,https://drive.google.com/file/d/1DKZOzMGrFV8DeI2V1GIvA0xqJPYQnn47/view?usp=drivesdk,Orígenes de DevOps. Relación con otras metodologías como Agile y Lean. Motivación. - Control de versiones y gestión de cambios. - Integración Continua. Concepto y herramientas. - Deployment Continuo: Concepto y herramientas. - Seguridad en DevOps,"- Comprender los fundamentos, principios y cultura DevOps, así como su impacto en los procesos de desarrollo y operaciones de software.  
- Poner en práctica herramientas y metodologías como Git, CI/CD, Docker, Kubernetes e infraestructura como código para automatizar y optimizar el ciclo de vida del software.  
- Fortalecer la capacidad de trabajo colaborativo entre equipos de desarrollo y operaciones, incorporando prácticas de integración y entrega continua.  
- Analizar escenarios reales para identificar oportunidades de mejora y aplicar soluciones DevOps, incluyendo criterios de seguridad (DevSecOps) y observabilidad.  
- Fomentar el aprendizaje autónomo y la adopción de una mentalidad de mejora y adaptación continua para liderar transformaciones digitales en organizaciones modernas.","Fundamentos y Prácticas de DevOps: Cultura, Automatización y Calidad en el Ciclo de Vida del Software|||Contenedores, Orquestación y Observabilidad en Entornos DevOps|||DevOps en entornos Cloud y Serverless","Este módulo introduce a los estudiantes en los principios y la cultura DevOps, abordando su evolución histórica, los conceptos de “The Three Ways” y las métricas DORA, así como el papel clave de DevOps en el desarrollo de software moderno y la cultura organizacional. Se trabajan distintas formas de organización de código (monorepo vs multirepo) y flujos de trabajo con Git. Se profundiza en la construcción y automatización de pipelines de CI/CD con herramientas actuales como GitLab y Jenkins, aplicando buenas prácticas y control de artefactos en distintos lenguajes (Go, Java, Python, Typescript).

A lo largo del módulo, los estudiantes aplicarán técnicas de control de calidad en el código, incluyendo linters, pre-commit y pruebas automatizadas (testings pre y post deployment), integrando prácticas de seguridad (DevSecOps) y administración de secretos. El curso también aborda la gestión de múltiples ambientes de despliegue, estrategias de lanzamiento como canary releases y feature flagging, así como la infraestructura como código (IaC) con Ansible y su aplicación en la nube. Finalmente, se exploran herramientas y técnicas para monitoreo, observabilidad y resiliencia de los sistemas, incluyendo métricas, logs, instrumentación y estrategias de escalabilidad para entornos de producción.
|||En este módulo, los estudiantes se introducen en la creación y gestión de contenedores en entornos Linux, aprendiendo a construir imágenes personalizadas, administrar registries públicos y privados, y desplegar aplicaciones modelo en contenedores. Se abordan prácticas avanzadas como la administración de secretos en tiempo de build y runtime, la automatización con Docker Compose, el versionado y manejo de artefactos, así como la integración de testing y escaneo de seguridad en los contenedores.

El contenido se extiende hacia la orquestación de contenedores usando Kubernetes, abarcando temas clave como la gestión de secretos, estrategias de despliegue (Canary, progresivo, pruebas A/B) y la creación de clusters mediante herramientas de Infraestructura como Código (Helm y Terraform) en plataformas como AWS. Finalmente, se exploran conceptos fundamentales de observabilidad, incluyendo logs, métricas, tracing y técnicas modernas de instrumentación, permitiendo a los estudiantes monitorear, analizar y optimizar la salud y el rendimiento de aplicaciones desplegadas en infraestructuras modernas.

|||Este módulo aborda la integración de prácticas DevOps en arquitecturas cloud y serverless, profundizando en la automatización de despliegues, la infraestructura como código mediante frameworks especializados y la gestión avanzada de ambientes distribuidos. Los estudiantes aprenderán a implementar pipelines de despliegue serverless, administrar versiones y lanzar estrategias avanzadas como Canary y A/B. Se trabajará en la gestión de artefactos, secretos y ambientes de testing en la nube, así como en la aplicación de herramientas de seguridad cloud-native como CSPM, CIEM, CWPP y CNAPP para proteger y monitorear infraestructuras en tiempo real. Además, se cubrirán técnicas de monitoreo y observabilidad con herramientas modernas, configuración de load balancers, CloudFront y la simulación de fallas para asegurar la resiliencia y escalabilidad de las aplicaciones. Se espera que los estudiantes adquieran habilidades para diseñar, desplegar y mantener aplicaciones cloud-native en entornos dinámicos, incorporando las mejores prácticas de seguridad y monitoreo continuo.",Se le entrega al alumno una guía de práctica en forma semanal. Las guías se componen de una situación de base sobre la cual el alumno debe hacer modificaciones o sacar conclusiones acerca del tema visto en la clase. Se componen de 10 guías en toda la materia.
73.23,Programación Orientada a Datos,,,,,,
73.30,Desarrollo profesional de software: del código al producto,,,,,,
73.40,ARQUITECTURA DE MICROSERVICIOS,https://drive.google.com/file/d/1sOBoPQOGL0KtMBVy0WG_OrQUp7XPLyWN/view?usp=drivesdk,"Conceptos, beneficios y desventajas de las arquitecturas de microservicios comparadas con las arquitecturas monolíticas. Criterios y herramientas para el diseño de una arquitectura de microservicios. Concepto de contenedor. Creación y uso de contenedores y servicios de apoyo para arquitectura de microservicios. Refactoring de aplicaciones monolíticas.","1. Consolidar conocimientos sólidos en Linux y en los principios fundamentales de contenedores, proporcionando una base adecuada para comprender y trabajar con arquitecturas de microservicios.
2. Lograr un dominio en el uso de herramientas clave para microservicios, tales como Docker, Docker Compose y Kubernetes, permitiendo la aplicación práctica de estos conocimientos en ejercicios y proyectos.
3. Contar con la capacidad de comprender y aplicar patrones de diseño pertinentes a la arquitectura de microservicios, y de seleccionar aquellos más adecuados según la problemática a resolver.
4. Demostrar un entendimiento profundo de las interfaces de comunicación síncrona y asíncrona en microservicios, pudiendo evaluar y escoger opciones de implementación en función de ventajas, desventajas y casos de uso.
5. Adquirir la habilidad para implementar, administrar y monitorear infraestructuras de microservicios en situaciones reales, haciendo especial énfasis en la gestión de servicios, la automatización mediante pipelines y la utilización de recursos serverless.",Concepto y uso avanzado de contenedores.|||Diseño de una arquitectura basada en microservicios|||Orquestación de contenedores Kubernetes|||Complementos para sistemas de microservicios|||Microservicios en Serverless|||,"Este módulo de conocimiento se centra en la introducción a la Arquitectura de Microservicios y el uso práctico de Linux y las tecnologías de contenedores. Desde los fundamentos de Linux hasta características más avanzadas como cgroups y namespaces, se establece una sólida base para la comprensión de los contenedores y su importancia en los microservicios.

En la siguiente sección, los estudiantes profundizarán en Docker, una herramienta esencial para la creación y manejo de contenedores. Se cubrirán en detalle los Dockerfiles, la creación de imágenes, el manejo de registros y los conceptos clave de Networking. Para solidificar estos conocimientos, los estudiantes practicarán la creación de Dockerfiles para múltiples lenguajes de programación, incluyendo Go, Javascript, Typescript y Python.

En la última parte del módulo, los estudiantes aprenderán a utilizar Docker Compose y manejar secretos, herramientas importantes para organizar y proteger aplicaciones basadas en microservicios. Finalmente, se pondrán en práctica todos estos conceptos mediante la implementación de Docker Compose para una aplicación modelo.|||Este módulo de conocimiento se centra principalmente en la profundización de los conceptos de la arquitectura de microservicios y el desarrollo de habilidades prácticas necesarias para su gestión eficiente. Se inicia con la exploración de Docker Compose y los principios de manejo de secretos.

Posteriormente, los estudiantes se sumergen en los conceptos de Arquitectura, DDD (Diseño Orientado al Dominio) y Event Storming, indispensables para entender el diseño de sistemas basados en microservicios. Se hace hincapié en los interfaces Sync/Async y se examinan en detalle diferentes tecnologías de comunicación como REST, grpc, TCP SSE, entre otras.

Luego, se introducen conceptos de coreografía y orquestación a través de Kafka y n8n, reforzando el entendimiento de los patrones de interacción en los sistemas de microservicios.

Además, se estudian los patrones de diseño aplicables a esta arquitectura para que el estudiante aprenda a seleccionar y aplicar patrones apropiados según el caso.

En la parte práctica, los estudiantes tendrán la oportunidad de comparar diferentes interfaces de API y trabajarán en un caso de estudio para la coreografía de microservicios, lo cual permitirá consolidar los conceptos aprendidos y desarrollar habilidades prácticas en la implementación de la arquitectura de microservicios.|||Este módulo se enfoca en profundizar los conocimientos y habilidades sobre Kubernetes (K8S), una plataforma de código libre para la automatización de despliegues, escalado y manejo de aplicaciones en contenedores. Comienza con una introducción detallada a la arquitectura de K8S, su sistema de networking y los distintos roles que asumen los nodos dentro de un cluster.

La siguiente sección cubre el manejo de workloads en Kubernetes, donde los estudiantes aprenderán a balancear cargas de trabajo, aplicar secretos y gestionar la configuración, herramientas clave para mantener un sistema de microservicios robusto y seguro.

Helm, un gestor de paquetes para Kubernetes, es el siguiente tema a tratar, junto con los patrones reutilizables recomendados para implementar aplicaciones en Kubernetes, que ayudan a optimizar los procesos de despliegue e implementación.

En la parte práctica del módulo, los estudiantes tendrán la oportunidad de aplicar estos conceptos en la vida real. Aprenderán a desplegar un cluster de Kubernetes en EC2 (Elastic Compute Cloud) y cómo administrar servicios en K8S. Además, aplicarán Helm para desplegar una aplicación modelo, poniendo en práctica los conocimientos adquiridos en un escenario real.|||Este módulo está orientado a las prácticas modernas de entrega continua, gestión de servicios y monitoreo en arquitecturas de microservicios. A nivel teórico, se abordan conceptos como la construcción de pipelines de integración y despliegue continuo (CI/CD), la implementación de Infraestructura como Código (IaC) y las prácticas de testing específicas para sistemas distribuidos.

Además, se analizan herramientas avanzadas como API Gateway, gestión de características (Feature Management) y Service Mesh, que facilitan la administración, el control y la seguridad de las comunicaciones dentro de la arquitectura de microservicios. Finalmente, se introduce el concepto de observabilidad, enfatizando la importancia de monitorear el comportamiento y el desempeño de aplicaciones complejas.

En la parte práctica, los estudiantes implementarán un pipeline de CI/CD, configurarán un service mesh para gestionar la comunicación entre microservicios y realizarán ejercicios de trazabilidad (trazas) para obtener visibilidad de las transacciones y flujos dentro del sistema, aplicando así los conocimientos adquiridos en escenarios concretos.|||Este módulo introduce a los estudiantes en la implementación de arquitecturas serverless para microservicios, abordando tanto los fundamentos teóricos como la aplicación práctica en entornos reales. Se exploran los conceptos clave de la arquitectura Lambda, incluyendo el funcionamiento, la gestión de networking y el uso de namespaces para la organización y el aislamiento de servicios.

Además, se presenta el ecosistema de servicios serverless en AWS, permitiendo comprender el diseño, despliegue y operación de soluciones basadas en funciones como servicio. En la parte práctica, los estudiantes implementarán una coreografía de microservicios utilizando AWS Lambda, consolidando los conocimientos adquiridos y familiarizándose con los desafíos y ventajas del enfoque serverless.|||",Se le entrega al alumno una guía de práctica en forma semanal. Las guías se componen de una situación de base sobre la cual el alumno debe hacer modificaciones o sacar conclusiones acerca del tema visto en la clase. Se componen de 10 guías en toda la materia.|||
73.50,"Infraestructura de Cómputo: Data Center, Cloud y Edge",,,,,,
73.60,Introducción a la Robótica Empresarial,,,,,,
73.61,Neurorobótica,,,,,,
73.62,Introducción a la Programación Paralela,,,,,,
73.63,Redes Equivariantes,,,,,,
73.64,Temas Avanzados en Deep Learning,,,,,,
73.65,Procesamiento del Lenguaje Natural,,,,,,
73.66,Procesamiento de Imágenes Satelitales,,,,,,
73.67,Análisis de series de tiempo con Inteligencia Artificial,,,,,,
73.80,SEGURIDAD OFENSIVA,,,,,,
73.81,Ciberseguridad Ofensiva y Defensiva,,,,,,
73.82,Bases de Datos Espaciales y de Movilidad,https://drive.google.com/file/d/1G2wuht2EX7J01rUj_Dnimb5mZPK2f2dX/view?usp=drivesdk,"Bases de Datos Espaciales. Modelos vectorial y continuo. Extensiones espaciales de bases de datos relacionales. Análisis de datos geográficos: conceptos y herramientas. Análisis del movimiento: modelos abstracto y concreto. La base de datos MobilityDB. Lenguajes de Consulta de Objetos Móviles. Concepto de trayectoria. Patrones de trayectorias. Clustering y similitud de trayectorias. Aplicaciones a transporte marítimo, aéreo y urbano.","Al terminar el curso los participantes podrán 
•	Comprender los fundamentos del modelado de datos espaciales y de movilidad.
•	Adquirir, crear y preprocesar datos espaciales, y utilizarlos en consultas sobre bases de datos espaciales y de movilidad.  
•	Utilizar habilidades técnicas para aplicar estos sistemas a soluciones a problemas reales","Unidad 1.  Bases de Datos espaciales.
|||Unidad 2. Diseño Conceptual de Bases de Datos Espaciales.|||Unidad 3. Diseño Lógico de Bases de Datos Espaciales.

|||Unidad 4. Consultas SQL a Bases de Datos Espaciales.

|||Unidad 5. Indices para Bases de Datos Espaciales y de Movilidad.
 |||Unidad 6. Procesamiento de Consultas|||Unidad 7. Bases de Datos de Movilidad.


|||Unidad 8. MobilityDB. 
|||Unidad 9.  Casos de Uso.","Historia de Base de Datos Espaciales, Bases de datos Temporales y Bases de Datos de Objetos Móviles.  Conceptos fundamentales. 
|||Modelos conceptuales de bases de datos espaciales. Tipos de datos espaciales: punto, línea, polígono.  Relaciones topológicas: Overlaps, Contains, Covers, Crosses, Intersects. El modelo de Egenhofer de 9 intersecciones. El modelo extendido. Extensiones espaciales al Modelo Entidad-relación.

|||Sistemas de referencia espaciales (SRS): geoides y elipsoides. Proyecciones cartesianas. SRIDs para distintas regiones. El modelo vectorial. El  standard ISO/IEC 13249 SQL/MM. Implementación de tipos de datos. El modelo raster. Implementaciones. Modelo lógico de bases de datos espaciales. 
|||Consultas SQL con funciones espaciales: distancia, buffer, área, longitud, intersecciones. Uso del modelo vectorial y raster en consultas.|||Extensiones multidimensionales de índices tradicionales: R-tree y R+-Tree. Space-partitioning índices: quadtree y kd-tree. Indexación de trayectorias: Multi-entry search índices. Implementaciones en PostGIS: GiST y SP-GiST.  |||Etapas en la ejecución de consultas. Planes de ejecución. Métodos de acceso. Table scan, Index scan, Sort-merge. Nested loop. Selectividad de índices.

|||Motivación. Necesidad de considerar la dimensión temporal. El modelo abstracto. Tipos de datos de movilidad: tfloat, tbool, tint, ttext, tgeompoint, tgeogpoint, tregion. Consultas sobre el modelo abstracto.|||MobilityDB. El modelo de secuencias. Tipos de datos: tsequence y tsequenceset. Funciones de tiempo, de acceso, de bounding box. Operadores: length, twavg, speed, tdistance.   Implementación de MobilityDB
Compresión de datos. Métodos de interpolación: discreta, escalonada, líneal. Normalización de trayectorias. Sincronización. Turning points.  Cómputo de funciones espaciotemporales.   |||Análisis de datos marítimos: AIS. Análisis de datos de vuelos: OpenSky.  Análisis de datos de tránsito.  Reales y sintéticos: BerlinMOD.","Diseño de bases de datos espaciales. Modelos conceptual y lógico. 
|||Consultas SQL a Bases de Datos Espaciales|||Visualización de datos espaciales: Cartogramas, Choropleths, Time Charts. Uso de QGIS y Python.|||Bases de Datos de trayectorias, modelo de datos, tipos de datos.|||Análisis de datos marítimos con MobilityDB.|||Análisis de datos de vuelos con MobilityDB.|||Análisis de datos de tránsito urbano con MobilityDB. Datos reales y sintéticos."
